card_name,card_type,distance_skills,strategy_skills,location_skills,terrain_skills,season_skills,weather_skills,ground_skills,general_skill,training_effectiveness,specialty_priority,friendship_bonus,mood_effect,location,terrain,distance,season,weather,ground,performance_score
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,turf,medium,spring,rainy,firm,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Hakodate,dirt,long,summer,rainy,heavy,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,turf,mile,spring,rainy,soft,1529.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,dirt,long,summer,sunny,firm,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,dirt,mile,winter,rainy,soft,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,dirt,medium,winter,rainy,firm,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,dirt,long,summer,cloudy,firm,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Kyoto,dirt,medium,winter,sunny,heavy,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,dirt,mile,winter,cloudy,heavy,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Kyoto,dirt,long,winter,rainy,soft,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,turf,mile,fall,sunny,soft,1529.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Hakodate,turf,medium,spring,rainy,firm,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,dirt,medium,spring,rainy,heavy,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,dirt,mile,fall,sunny,soft,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Hakodate,dirt,medium,winter,sunny,soft,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Hakodate,dirt,medium,spring,cloudy,heavy,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Hakodate,dirt,sprint,fall,sunny,soft,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,turf,sprint,fall,rainy,firm,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,turf,sprint,summer,cloudy,heavy,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Tokyo,turf,medium,summer,sunny,firm,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,dirt,mile,winter,sunny,soft,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,dirt,medium,summer,rainy,heavy,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Tokyo,dirt,long,winter,sunny,firm,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Hakodate,dirt,mile,winter,rainy,soft,1529.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Kyoto,turf,sprint,summer,rainy,soft,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Kyoto,turf,long,summer,rainy,soft,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,dirt,sprint,winter,cloudy,heavy,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Hakodate,dirt,medium,summer,rainy,soft,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Kyoto,dirt,sprint,fall,rainy,soft,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,dirt,mile,fall,cloudy,firm,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Tokyo,turf,long,spring,rainy,soft,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,dirt,sprint,spring,sunny,firm,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Tokyo,dirt,mile,winter,rainy,soft,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Tokyo,dirt,mile,summer,sunny,heavy,1529.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,dirt,medium,spring,sunny,firm,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,dirt,medium,summer,rainy,firm,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Kyoto,dirt,mile,fall,rainy,heavy,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,turf,mile,fall,cloudy,soft,1529.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Kyoto,turf,medium,winter,rainy,heavy,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,turf,long,winter,rainy,soft,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Tokyo,dirt,medium,fall,sunny,heavy,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Kyoto,turf,long,winter,cloudy,soft,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Nakayama,dirt,mile,spring,cloudy,heavy,1479.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Sapporo,dirt,sprint,spring,rainy,soft,1379.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Tokyo,dirt,long,summer,cloudy,firm,1429.63
Card_0,Speed,mile,,Hakodate,turf,summer,,,1,0.2,0.8,0.35,0.15,Kyoto,dirt,mile,spring,rainy,firm,1479.63
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,turf,sprint,winter,rainy,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,mile,spring,sunny,heavy,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Tokyo,turf,sprint,summer,sunny,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,long,fall,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,medium,summer,cloudy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,turf,medium,winter,cloudy,firm,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,sprint,summer,cloudy,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,turf,long,winter,sunny,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,medium,spring,rainy,firm,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Tokyo,dirt,sprint,winter,rainy,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,sprint,fall,cloudy,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,turf,medium,spring,sunny,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,turf,sprint,fall,rainy,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Hakodate,dirt,mile,fall,sunny,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,medium,spring,cloudy,firm,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Kyoto,turf,mile,spring,rainy,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,turf,mile,fall,sunny,heavy,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,mile,summer,sunny,heavy,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,mile,spring,rainy,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,turf,medium,spring,rainy,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Hakodate,dirt,long,summer,rainy,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,turf,mile,spring,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,long,summer,sunny,firm,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,mile,winter,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,medium,winter,rainy,firm,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,long,summer,cloudy,firm,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Kyoto,dirt,medium,winter,sunny,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,mile,winter,cloudy,heavy,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Kyoto,dirt,long,winter,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,turf,mile,fall,sunny,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Hakodate,turf,medium,spring,rainy,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,medium,spring,rainy,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,mile,fall,sunny,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Hakodate,dirt,medium,winter,sunny,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Hakodate,dirt,medium,spring,cloudy,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Hakodate,dirt,sprint,fall,sunny,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,turf,sprint,fall,rainy,firm,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,turf,sprint,summer,cloudy,heavy,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Tokyo,turf,medium,summer,sunny,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,mile,winter,sunny,soft,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,medium,summer,rainy,heavy,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Tokyo,dirt,long,winter,sunny,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Hakodate,dirt,mile,winter,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Kyoto,turf,sprint,summer,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Kyoto,turf,long,summer,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,sprint,winter,cloudy,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Hakodate,dirt,medium,summer,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Kyoto,dirt,sprint,fall,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,mile,fall,cloudy,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Tokyo,turf,long,spring,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,sprint,spring,sunny,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Tokyo,dirt,mile,winter,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Tokyo,dirt,mile,summer,sunny,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,medium,spring,sunny,firm,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,medium,summer,rainy,firm,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Kyoto,dirt,mile,fall,rainy,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,turf,mile,fall,cloudy,soft,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Kyoto,turf,medium,winter,rainy,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,turf,long,winter,rainy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Tokyo,dirt,medium,fall,sunny,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Kyoto,turf,long,winter,cloudy,soft,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Nakayama,dirt,mile,spring,cloudy,heavy,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Sapporo,dirt,sprint,spring,rainy,soft,933.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Tokyo,dirt,long,summer,cloudy,firm,883.2
Card_1,Speed,,end,Sapporo,,,,,0,0.15,0.25,0.2,0,Kyoto,dirt,mile,spring,rainy,firm,883.2
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,turf,sprint,winter,rainy,heavy,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,mile,spring,sunny,heavy,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Tokyo,turf,sprint,summer,sunny,heavy,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,long,fall,rainy,soft,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,medium,summer,cloudy,soft,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,turf,medium,winter,cloudy,firm,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,sprint,summer,cloudy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,turf,long,winter,sunny,heavy,1049.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,medium,spring,rainy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Tokyo,dirt,sprint,winter,rainy,firm,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,sprint,fall,cloudy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,turf,medium,spring,sunny,firm,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,turf,sprint,fall,rainy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Hakodate,dirt,mile,fall,sunny,firm,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,medium,spring,cloudy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Kyoto,turf,mile,spring,rainy,heavy,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,turf,mile,fall,sunny,heavy,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,mile,summer,sunny,heavy,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,mile,spring,rainy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,turf,medium,spring,rainy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Hakodate,dirt,long,summer,rainy,heavy,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,turf,mile,spring,rainy,soft,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,long,summer,sunny,firm,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,mile,winter,rainy,soft,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,medium,winter,rainy,firm,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,long,summer,cloudy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Kyoto,dirt,medium,winter,sunny,heavy,1049.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,mile,winter,cloudy,heavy,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Kyoto,dirt,long,winter,rainy,soft,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,turf,mile,fall,sunny,soft,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Hakodate,turf,medium,spring,rainy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,medium,spring,rainy,heavy,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,mile,fall,sunny,soft,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Hakodate,dirt,medium,winter,sunny,soft,1049.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Hakodate,dirt,medium,spring,cloudy,heavy,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Hakodate,dirt,sprint,fall,sunny,soft,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,turf,sprint,fall,rainy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,turf,sprint,summer,cloudy,heavy,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Tokyo,turf,medium,summer,sunny,firm,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,mile,winter,sunny,soft,1049.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,medium,summer,rainy,heavy,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Tokyo,dirt,long,winter,sunny,firm,1049.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Hakodate,dirt,mile,winter,rainy,soft,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Kyoto,turf,sprint,summer,rainy,soft,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Kyoto,turf,long,summer,rainy,soft,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,sprint,winter,cloudy,heavy,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Hakodate,dirt,medium,summer,rainy,soft,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Kyoto,dirt,sprint,fall,rainy,soft,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,mile,fall,cloudy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Tokyo,turf,long,spring,rainy,soft,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,sprint,spring,sunny,firm,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Tokyo,dirt,mile,winter,rainy,soft,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Tokyo,dirt,mile,summer,sunny,heavy,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,medium,spring,sunny,firm,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,medium,summer,rainy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Kyoto,dirt,mile,fall,rainy,heavy,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,turf,mile,fall,cloudy,soft,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Kyoto,turf,medium,winter,rainy,heavy,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,turf,long,winter,rainy,soft,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Tokyo,dirt,medium,fall,sunny,heavy,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Kyoto,turf,long,winter,cloudy,soft,999.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Nakayama,dirt,mile,spring,cloudy,heavy,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Sapporo,dirt,sprint,spring,rainy,soft,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Tokyo,dirt,long,summer,cloudy,firm,949.64
Card_2,Wit,,pace,,,winter,sunny,,1,0.1,0.35,0.25,0.3,Kyoto,dirt,mile,spring,rainy,firm,949.64
Card_3,Power,,,,dirt,fall,rainy,,0,0.05,0.65,0.3,0.1,Nakayama,turf,sprint,winter,rainy,heavy,757.6
Card_3,Power,,,,dirt,fall,rainy,,0,0.05,0.65,0.3,0.1,Sapporo,dirt,mile,spring,sunny,heavy,757.6
Card_3,Power,,,,dirt,fall,rainy,,0,0.05,0.65,0.3,0.1,Tokyo,turf,sprint,summer,sunny,heavy,707.6
Card_3,Power,,,,dirt,fall,rainy,,0,0.05,0.65,0.3,0.1,Nakayama,dirt,long,fall,rainy,soft,857.6
Card_3,Power,,,,dirt,fall,rainy,,0,0.05,0.65,0.3,0.1,Nakayama,dirt,medium,summer,cloudy,soft,757.6
